age,gender,visa_type,documents_submitted,visa_granted,rejection_reason
54,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
45,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
49,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Insufficient funds
50,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
49,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Incorrect application form
58,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
53,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
43,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
36,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency",No,Suspicious travel history
54,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
35,Female,Work Visa,"Passport, Bank Statement, Medical Certificate, Work Experience Letters",No,Unclear travel purpose
53,Female,Student Visa,"Passport, Bank Statement, English Proficiency, Birth Certificate",No,Academic documents incomplete
40,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Work Experience Letters",No,No strong home-country ties
54,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Unclear travel purpose
26,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Incorrect application form
22,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
47,Other,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Invalid or expired passport
51,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
46,Other,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Employer not verified
44,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance",No,Inconsistent information
57,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
42,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency",No,Unclear travel purpose
23,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
46,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
32,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,IELTS requirement not met
56,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
36,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Suspicious travel history
29,Other,Student Visa,"Passport, Bank Statement, English Proficiency, Birth Certificate",No,Suspicious travel history
34,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,IELTS requirement not met
31,Other,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Academic documents incomplete
21,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate",No,Unclear travel purpose
43,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Missing documents
35,Other,Work Visa,"Passport, Job Offer Letter, Police Clearance, Work Experience Letters",No,Invalid or expired passport
50,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
30,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Failed health requirements
38,Male,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
18,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Insufficient funds
21,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
29,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
38,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
27,Male,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Missing documents
53,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,IELTS requirement not met
46,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
37,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
33,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
19,Other,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Academic documents incomplete
30,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
23,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Employer not verified
37,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
41,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
57,Female,Student Visa,"Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
52,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
38,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
57,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
39,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Insufficient funds
58,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Missing documents
55,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Suspicious travel history
23,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
25,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,No strong home-country ties
39,Female,Visit Visa,"Passport, Itinerary, Invitation Letter",No,Invalid or expired passport
18,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
20,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance",No,Missing documents
35,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
31,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Inconsistent information
19,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
57,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
26,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
58,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
42,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,No strong home-country ties
32,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Incorrect application form
22,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
19,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
31,Female,Work Visa,"Passport, Bank Statement, Medical Certificate, Work Experience Letters",No,Failed health requirements
53,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
35,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
27,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Unclear travel purpose
57,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
53,Male,Visit Visa,"Bank Statement, Travel Insurance, Invitation Letter",No,IELTS requirement not met
27,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Insufficient funds
38,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
42,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Invalid or expired passport
38,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,No strong home-country ties
44,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
24,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Inconsistent information
27,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Incorrect application form
22,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Academic documents incomplete
59,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
35,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
38,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
46,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
29,Other,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,No strong home-country ties
27,Male,Student Visa,"Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
56,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Unclear travel purpose
20,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Unclear travel purpose
29,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
54,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Incorrect application form
49,Male,Visit Visa,"Passport, Itinerary, Invitation Letter",No,Academic documents incomplete
55,Male,Work Visa,"Passport, Medical Certificate, Police Clearance, Work Experience Letters",No,No strong home-country ties
49,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,No strong home-country ties
51,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
20,Male,Visit Visa,"Bank Statement, Itinerary, Invitation Letter",No,Failed health requirements
46,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
29,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency",No,No strong home-country ties
36,Male,Visit Visa,"Bank Statement, Itinerary, Invitation Letter",No,No strong home-country ties
34,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
32,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Academic documents incomplete
34,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
37,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,IELTS requirement not met
38,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
50,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
25,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
56,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
24,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Insufficient funds
20,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
20,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
33,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Failed health requirements
34,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
25,Other,Student Visa,"Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
40,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
45,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
18,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Inconsistent information
55,Male,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Academic documents incomplete
25,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
58,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Insufficient funds
22,Other,Visit Visa,"Passport, Itinerary, Invitation Letter",No,Incorrect application form
46,Male,Visit Visa,"Passport, Bank Statement, Invitation Letter",No,IELTS requirement not met
53,Female,Visit Visa,"Passport, Travel Insurance, Itinerary",No,Incorrect application form
30,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
28,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Invalid or expired passport
25,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
20,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Inconsistent information
43,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
27,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
32,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
23,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
53,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
56,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
58,Female,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,IELTS requirement not met
49,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
38,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
48,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
47,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
20,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
54,Female,Visit Visa,"Bank Statement, Travel Insurance, Invitation Letter",No,Insufficient funds
26,Other,Student Visa,"Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Unclear travel purpose
44,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
35,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
31,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
27,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Academic documents incomplete
37,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
55,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Suspicious travel history
33,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
39,Other,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency",No,Suspicious travel history
48,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Employer not verified
23,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
23,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
53,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Birth Certificate",No,IELTS requirement not met
59,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
25,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Incorrect application form
34,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
55,Female,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Inconsistent information
27,Male,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
48,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Suspicious travel history
39,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
31,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
27,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
38,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,No strong home-country ties
55,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
54,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate",No,Missing documents
21,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
22,Male,Student Visa,"Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
31,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
49,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
56,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
54,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
53,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
43,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
35,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
31,Male,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Suspicious travel history
51,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate",No,Unclear travel purpose
34,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Employer not verified
50,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Suspicious travel history
28,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
30,Male,Visit Visa,"Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
48,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,IELTS requirement not met
46,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
59,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Employer not verified
47,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
20,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Missing documents
53,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
34,Male,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Insufficient funds
56,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,IELTS requirement not met
34,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
34,Male,Work Visa,"Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Insufficient funds
44,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
57,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
39,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
35,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
39,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
47,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Incorrect application form
48,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,No strong home-country ties
20,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
25,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
32,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
23,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
29,Male,Visit Visa,"Passport, Itinerary, Invitation Letter",No,Failed health requirements
50,Female,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,IELTS requirement not met
36,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Suspicious travel history
43,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
31,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
18,Male,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency",No,Failed health requirements
50,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
32,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
46,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,IELTS requirement not met
25,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,IELTS requirement not met
33,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
59,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Inconsistent information
52,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,No strong home-country ties
20,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
40,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
47,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
40,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Inconsistent information
46,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Missing documents
20,Other,Student Visa,"Passport, Bank Statement, English Proficiency, Birth Certificate",No,Missing documents
51,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
44,Male,Visit Visa,"Passport, Itinerary, Invitation Letter",No,IELTS requirement not met
19,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
21,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Invalid or expired passport
56,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
41,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
53,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Suspicious travel history
55,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
41,Male,Student Visa,"Passport, Bank Statement, English Proficiency, Birth Certificate",No,Employer not verified
42,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
31,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Suspicious travel history
29,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Academic documents incomplete
25,Male,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Employer not verified
32,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Unclear travel purpose
24,Female,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
46,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Invalid or expired passport
55,Male,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Missing documents
40,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
39,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
28,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
18,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
18,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Invalid or expired passport
45,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
33,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
39,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Academic documents incomplete
31,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
31,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
32,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency",No,IELTS requirement not met
